outcome,outcome_label,model,model_description,sample,formula,n,term,coefficient_log_scale,standard_error_hc3,ci_low_log_scale,ci_high_log_scale,p_value,r_squared,adjusted_r_squared,aic_nonrobust_likelihood,bic_nonrobust_likelihood,percent_difference,percent_ci_low,percent_ci_high
daly_rate,DALY Rate,M5_industrial,Industrial-context sensitivity model adding manufacturing share,model_specific_complete_case,log_daly_rate ~ reg_binary + z_log_gdp_per_capita_ppp + z_population_age_65plus_pct + z_urban_population_pct + z_manufacturing_value_added_pct_gdp + C(wb_region),155,z_log_gdp_per_capita_ppp,-0.18808493442513877,0.03574121830485844,-0.25813643506624506,-0.1180334337840325,1.4217948806093816e-07,0.7037712108895535,0.6809843809579808,-101.75770652664374,-65.23660512361278,,,
daly_rate,DALY Rate,M5_industrial,Industrial-context sensitivity model adding manufacturing share,model_specific_complete_case,log_daly_rate ~ reg_binary + z_log_gdp_per_capita_ppp + z_population_age_65plus_pct + z_urban_population_pct + z_manufacturing_value_added_pct_gdp + C(wb_region),155,z_population_age_65plus_pct,0.16337862942559134,0.02892764053303185,0.10668149582312786,0.22007576302805482,1.624781081846835e-08,0.7037712108895535,0.6809843809579808,-101.75770652664374,-65.23660512361278,,,
daly_rate,DALY Rate,M5_industrial,Industrial-context sensitivity model adding manufacturing share,model_specific_complete_case,log_daly_rate ~ reg_binary + z_log_gdp_per_capita_ppp + z_population_age_65plus_pct + z_urban_population_pct + z_manufacturing_value_added_pct_gdp + C(wb_region),155,z_urban_population_pct,-0.03430997268779651,0.02627351570567769,-0.08580511721817224,0.017185171842579228,0.19159448227554765,0.7037712108895535,0.6809843809579808,-101.75770652664374,-65.23660512361278,,,
daly_rate,DALY Rate,M5_industrial,Industrial-context sensitivity model adding manufacturing share,model_specific_complete_case,log_daly_rate ~ reg_binary + z_log_gdp_per_capita_ppp + z_population_age_65plus_pct + z_urban_population_pct + z_manufacturing_value_added_pct_gdp + C(wb_region),155,z_manufacturing_value_added_pct_gdp,0.01755154581575119,0.016306333203771374,-0.014408279983550334,0.049511371615052716,0.28176461169260747,0.7037712108895535,0.6809843809579808,-101.75770652664374,-65.23660512361278,,,
daly_rate,DALY Rate,M2_primary,"Primary model: GDP, age structure, urbanization, and World Bank region",primary_complete_case,log_daly_rate ~ reg_binary + z_log_gdp_per_capita_ppp + z_population_age_65plus_pct + z_urban_population_pct + C(wb_region),160,Intercept,10.393391103543387,0.044398481749272266,10.306371678346554,10.480410528740219,0.0,0.6909498367747329,0.670208215081762,-100.7274073039622,-66.9004953363901,,,
daly_rate,DALY Rate,M2_primary,"Primary model: GDP, age structure, urbanization, and World Bank region",primary_complete_case,log_daly_rate ~ reg_binary + z_log_gdp_per_capita_ppp + z_population_age_65plus_pct + z_urban_population_pct + C(wb_region),160,C(wb_region)[T.Europe & Central Asia],0.04377380360900285,0.058705357259111975,-0.07128658231841364,0.15883418953641934,0.4558772857327491,0.6909498367747329,0.670208215081762,-100.7274073039622,-66.9004953363901,,,
daly_rate,DALY Rate,M2_primary,"Primary model: GDP, age structure, urbanization, and World Bank region",primary_complete_case,log_daly_rate ~ reg_binary + z_log_gdp_per_capita_ppp + z_population_age_65plus_pct + z_urban_population_pct + C(wb_region),160,C(wb_region)[T.Latin America & Caribbean],0.0498717645841259,0.053078621839294626,-0.05416042256991273,0.1539039517381645,0.3474315592054753,0.6909498367747329,0.670208215081762,-100.7274073039622,-66.9004953363901,,,
daly_rate,DALY Rate,M2_primary,"Primary model: GDP, age structure, urbanization, and World Bank region",primary_complete_case,log_daly_rate ~ reg_binary + z_log_gdp_per_capita_ppp + z_population_age_65plus_pct + z_urban_population_pct + C(wb_region),160,"C(wb_region)[T.Middle East, North Africa, Afghanistan & Pakistan]",-0.06357573415535867,0.05557806005124558,-0.17250673018640436,0.04535526187568703,0.25266517625739515,0.6909498367747329,0.670208215081762,-100.7274073039622,-66.9004953363901,,,
daly_rate,DALY Rate,M2_primary,"Primary model: GDP, age structure, urbanization, and World Bank region",primary_complete_case,log_daly_rate ~ reg_binary + z_log_gdp_per_capita_ppp + z_population_age_65plus_pct + z_urban_population_pct + C(wb_region),160,C(wb_region)[T.North America],0.1737191310043631,0.16768414489646702,-0.1549357537711082,0.5023740157798344,0.30020671395851184,0.6909498367747329,0.670208215081762,-100.7274073039622,-66.9004953363901,,,
daly_rate,DALY Rate,M2_primary,"Primary model: GDP, age structure, urbanization, and World Bank region",primary_complete_case,log_daly_rate ~ reg_binary + z_log_gdp_per_capita_ppp + z_population_age_65plus_pct + z_urban_population_pct + C(wb_region),160,C(wb_region)[T.South Asia],-0.10581669182253417,0.0881322894866158,-0.2785528050913592,0.06691942144629087,0.22988409770227347,0.6909498367747329,0.670208215081762,-100.7274073039622,-66.9004953363901,,,
daly_rate,DALY Rate,M2_primary,"Primary model: GDP, age structure, urbanization, and World Bank region",primary_complete_case,log_daly_rate ~ reg_binary + z_log_gdp_per_capita_ppp + z_population_age_65plus_pct + z_urban_population_pct + C(wb_region),160,C(wb_region)[T.Sub-Saharan Africa],0.3114384438841642,0.06657493437421703,0.18095397023758117,0.4419229175307472,2.896674347676097e-06,0.6909498367747329,0.670208215081762,-100.7274073039622,-66.9004953363901,,,
daly_rate,DALY Rate,M2_primary,"Primary model: GDP, age structure, urbanization, and World Bank region",primary_complete_case,log_daly_rate ~ reg_binary + z_log_gdp_per_capita_ppp + z_population_age_65plus_pct + z_urban_population_pct + C(wb_region),160,reg_binary,-0.034003598560146564,0.036668813672337715,-0.1058731527137384,0.03786595559344527,0.3537621930102044,0.6909498367747329,0.670208215081762,-100.7274073039622,-66.9004953363901,-3.34319736219304,-10.046125511198822,3.8592006098310705
daly_rate,DALY Rate,M2_primary,"Primary model: GDP, age structure, urbanization, and World Bank region",primary_complete_case,log_daly_rate ~ reg_binary + z_log_gdp_per_capita_ppp + z_population_age_65plus_pct + z_urban_population_pct + C(wb_region),160,z_log_gdp_per_capita_ppp,-0.19320764018335146,0.032900412765510395,-0.2576912642802537,-0.12872401608644923,4.292743673114525e-09,0.6909498367747329,0.670208215081762,-100.7274073039622,-66.9004953363901,,,
