country,iso_code,outcome,model,cooks_distance,studentized_residual,hat_value,cooks_threshold_4_over_n,flag_influential,flag_large_studentized_residual
Georgia,GEO,death_rate,M2_primary,0.004112209660480507,1.252459171186043,0.02813211145889204,0.025,False,False
Samoa,WSM,death_rate,M2_primary,0.003810713367771646,-0.6849466577517892,0.08175148685169811,0.025,False,False
Pakistan,PAK,death_rate,M2_primary,0.003760560937066608,0.641384887621124,0.09104024998821245,0.025,False,False
Timor-Leste,TLS,death_rate,M2_primary,0.003368550440984901,-0.7172528681277216,0.06698279320024815,0.025,False,False
Paraguay,PRY,death_rate,M2_primary,0.003256892649739439,0.7946624394496395,0.053560914390456474,0.025,False,False
Sierra Leone,SLE,death_rate,M2_primary,0.003148595331533899,1.1079016624777387,0.027483160387907813,0.025,False,False
Burundi,BDI,death_rate,M2_primary,0.0030918653113385887,-0.8469856587430109,0.04518118105850902,0.025,False,False
Lithuania,LTU,death_rate,M2_primary,0.0030703443694622494,1.1745686087928129,0.023955092434607944,0.025,False,False
Malawi,MWI,death_rate,M2_primary,0.0029761361776703583,-0.6180752032401501,0.07863060673167604,0.025,False,False
Burkina Faso,BFA,death_rate,M2_primary,0.0029354744133928763,-1.010472667777326,0.03065912352266192,0.025,False,False
Madagascar,MDG,death_rate,M2_primary,0.0026189089188070704,-0.8944906848352591,0.034708582278795794,0.025,False,False
Ethiopia,ETH,death_rate,M2_primary,0.0025649621422348837,-0.6186636207820031,0.06839046303619215,0.025,False,False
