country,iso_code,outcome,model,cooks_distance,studentized_residual,hat_value,cooks_threshold_4_over_n,flag_influential,flag_large_studentized_residual
Latvia,LVA,death_rate,M2_primary,0.0025542827033492067,1.0035698396506796,0.027141689979765442,0.025,False,False
Mauritius,MUS,death_rate,M2_primary,0.002513587751841354,0.4529440864727865,0.11820653233468711,0.025,False,False
France,FRA,death_rate,M2_primary,0.0024919503159524636,-1.0009993467925435,0.026628632956505444,0.025,False,False
China,CHN,death_rate,M2_primary,0.002436119965687119,-0.6222151209319186,0.06448671073076505,0.025,False,False
Nigeria,NGA,death_rate,M2_primary,0.002428709231712114,0.8133710851594217,0.03873009392356016,0.025,False,False
Angola,AGO,death_rate,M2_primary,0.002399426859149038,0.7317174819362715,0.04684061612877556,0.025,False,False
Gambia,GMB,death_rate,M2_primary,0.0022623704591017797,-0.7305971104426902,0.04441295809785686,0.025,False,False
Italy,ITA,death_rate,M2_primary,0.002210371877936065,-0.7794402390967097,0.03838386191175005,0.025,False,False
Niger,NER,death_rate,M2_primary,0.0021540319466764107,0.7628269987826145,0.03901995268131915,0.025,False,False
Sudan,SDN,death_rate,M2_primary,0.002137874898513521,-0.9081847106767322,0.027689840990160617,0.025,False,False
Dominica,DMA,death_rate,M2_primary,0.002017395861735111,0.6349392688384271,0.05197517841370918,0.025,False,False
Uganda,UGA,death_rate,M2_primary,0.002011903885889279,-0.8566308687979167,0.029224999441097313,0.025,False,False
Ecuador,ECU,death_rate,M2_primary,0.001962871563638856,-0.649483381819946,0.04851350153050363,0.025,False,False
Saint Kitts and Nevis,KNA,death_rate,M2_primary,0.0018211588454347869,0.41074767821910896,0.10560617489029639,0.025,False,False
Bahrain,BHR,death_rate,M2_primary,0.0017922904785724382,0.4005059325618794,0.10890617342414842,0.025,False,False
Argentina,ARG,death_rate,M2_primary,0.0017487597289856398,0.5468012902317724,0.06018106745792991,0.025,False,False
Peru,PER,death_rate,M2_primary,0.0017158567980148673,-0.5331289617884686,0.061990494425534434,0.025,False,False
Ukraine,UKR,death_rate,M2_primary,0.0016858947459407797,0.6395490584454926,0.043208268757596514,0.025,False,False
Bulgaria,BGR,death_rate,M2_primary,0.0014891495393952398,0.7050596173966112,0.031796384867325056,0.025,False,False
Slovenia,SVN,death_rate,M2_primary,0.0013577490111323237,-0.6336432958537527,0.03572525344093007,0.025,False,False
Romania,ROU,death_rate,M2_primary,0.0013103248252706288,0.6408127182222809,0.033780342624617724,0.025,False,False
Azerbaijan,AZE,death_rate,M2_primary,0.0012714104582030323,0.4030945815690896,0.07884083363538091,0.025,False,False
Albania,ALB,death_rate,M2_primary,0.001268328849714788,-0.6873719112873218,0.028582909141926325,0.025,False,False
Rwanda,RWA,death_rate,M2_primary,0.001203838482172899,-0.6320603454789651,0.031958327442095015,0.025,False,False
Finland,FIN,death_rate,M2_primary,0.001181925571788629,-0.6122202504339816,0.03338823248083244,0.025,False,False
Hungary,HUN,death_rate,M2_primary,0.0011707417875201187,0.7037052848375028,0.025263048770194113,0.025,False,False
El Salvador,SLV,death_rate,M2_primary,0.0011185399546746225,0.4329596959080747,0.061278904586213226,0.025,False,False
New Zealand,NZL,death_rate,M2_primary,0.0010881676556486646,-0.37871459227497534,0.07661981225410604,0.025,False,False
Congo,COG,death_rate,M2_primary,0.000957271593353497,0.5139477748757533,0.03815443987581152,0.025,False,False
Spain,ESP,death_rate,M2_primary,0.0009256278375012573,-0.6285434944694667,0.02502561855840066,0.025,False,False
Solomon Islands,SLB,death_rate,M2_primary,0.0007849088280346897,0.30682932895405035,0.08353802910592492,0.025,False,False
Sweden,SWE,death_rate,M2_primary,0.0007842060472717206,-0.5411108117854754,0.02848611738747313,0.025,False,False
Luxembourg,LUX,death_rate,M2_primary,0.0007554622911058212,0.3647400052989342,0.05847068430254283,0.025,False,False
Cote d'Ivoire,CIV,death_rate,M2_primary,0.0007470251596529744,0.488592776121964,0.033111998836226675,0.025,False,False
Guatemala,GTM,death_rate,M2_primary,0.0007444964868133261,-0.37602771236674726,0.05444910075030879,0.025,False,False
Greece,GRC,death_rate,M2_primary,0.0007423650802590814,-0.4483577692774507,0.03883503414722939,0.025,False,False
Vietnam,VNM,death_rate,M2_primary,0.0006941086650324572,-0.30035131658116293,0.07759319793843658,0.025,False,False
Malaysia,MYS,death_rate,M2_primary,0.0006841905130850461,0.30474998967422656,0.07453975966187848,0.025,False,False
Panama,PAN,death_rate,M2_primary,0.0006773748841658016,-0.3700258860342917,0.0513275897116576,0.025,False,False
Guinea,GIN,death_rate,M2_primary,0.0006554322207036758,0.5005218827596705,0.02783705952150487,0.025,False,False
Switzerland,CHE,death_rate,M2_primary,0.0006371639134853569,-0.485805912173686,0.028697252727685536,0.025,False,False
Ghana,GHA,death_rate,M2_primary,0.0005591588248851322,0.418038274717258,0.033817605025298174,0.025,False,False
Benin,BEN,death_rate,M2_primary,0.0004383776900655096,-0.4017807426596057,0.028846921449515898,0.025,False,False
Bangladesh,BGD,death_rate,M2_primary,0.0004256791260644013,0.1486746132940454,0.17385857271269747,0.025,False,False
North Macedonia,MKD,death_rate,M2_primary,0.000422120254567804,0.4171652657212984,0.025847895160931094,0.025,False,False
Saint Lucia,LCA,death_rate,M2_primary,0.0003609025745828882,0.1913301138056306,0.09726551558267293,0.025,False,False
Democratic Republic of Congo,COD,death_rate,M2_primary,0.0003509815488888323,-0.29817833676847966,0.041372425416270425,0.025,False,False
Togo,TGO,death_rate,M2_primary,0.0003482705124703947,-0.3697282195250001,0.027107255559916492,0.025,False,False
Barbados,BRB,death_rate,M2_primary,0.0003260607718493716,0.19853383380102363,0.08291320676288419,0.025,False,False
Sri Lanka,LKA,death_rate,M2_primary,0.0003207208921685392,0.11995865108253889,0.19584563069803687,0.025,False,False
Iceland,ISL,death_rate,M2_primary,0.000289989799740417,-0.2645047059115977,0.0433455383184133,0.025,False,False
Israel,ISR,death_rate,M2_primary,0.00028730756322947103,0.20260999947327574,0.07105640457436298,0.025,False,False
Jamaica,JAM,death_rate,M2_primary,0.0002529549524690841,0.2263314056052143,0.05120857839091322,0.025,False,False
Mali,MLI,death_rate,M2_primary,0.0002470496863201285,0.3003431451912606,0.029071592336867718,0.025,False,False
Serbia,SRB,death_rate,M2_primary,0.00022047170663465367,-0.24422332535491273,0.03883468563130866,0.025,False,False
Estonia,EST,death_rate,M2_primary,0.0002112153088150571,0.29975591510772404,0.025055410524397446,0.025,False,False
Mexico,MEX,death_rate,M2_primary,0.00019301610446994833,0.19322119745763347,0.0534800090367723,0.025,False,False
Germany,DEU,death_rate,M2_primary,0.00017895173450379392,0.25063385495612484,0.030198928203403013,0.025,False,False
Syria,SYR,death_rate,M2_primary,0.0001536246505671067,0.12355338856098569,0.09907275339630078,0.025,False,False
Czechia,CZE,death_rate,M2_primary,0.00014977090199337905,-0.2558223958004271,0.024405066269234128,0.025,False,False
Montenegro,MNE,death_rate,M2_primary,0.00012700982998370994,0.23523296886363454,0.024474292733450483,0.025,False,False
Thailand,THA,death_rate,M2_primary,9.099959664559414e-05,0.11833998160941067,0.06629708193918764,0.025,False,False
Lebanon,LBN,death_rate,M2_primary,7.555484091434666e-05,-0.09604519767173328,0.0821448490630583,0.025,False,False
Liberia,LBR,death_rate,M2_primary,6.72338026968038e-05,-0.11703040872802435,0.05091031738073169,0.025,False,False
Armenia,ARM,death_rate,M2_primary,6.476609055353709e-05,-0.1353325060668107,0.03720482054927435,0.025,False,False
Norway,NOR,death_rate,M2_primary,6.361025843399166e-05,-0.14643551371211153,0.03139861327084669,0.025,False,False
Mongolia,MNG,death_rate,M2_primary,6.0722857680422126e-05,0.09330769923604137,0.07081315921821799,0.025,False,False
Philippines,PHL,death_rate,M2_primary,4.108832617658786e-05,-0.07161461937400915,0.08049217872225238,0.025,False,False
Netherlands,NLD,death_rate,M2_primary,3.736949972806921e-05,0.10865470885396451,0.03343147975074884,0.025,False,False
Malta,MLT,death_rate,M2_primary,3.623287894224624e-05,0.05265679910067417,0.12494164403776163,0.025,False,False
Zambia,ZMB,death_rate,M2_primary,2.8559632884573062e-05,0.10481767368415007,0.027619771259410213,0.025,False,False
Moldova,MDA,death_rate,M2_primary,2.425254693705992e-05,-0.06585864534905009,0.05757818328244257,0.025,False,False
Guinea-Bissau,GNB,death_rate,M2_primary,2.3171202849817627e-05,0.09204552237445457,0.02901669867208182,0.025,False,False
Austria,AUT,death_rate,M2_primary,1.448495246619421e-05,-0.07557188048027592,0.02696557662813995,0.025,False,False
United Kingdom,GBR,death_rate,M2_primary,1.4432977465455878e-05,0.07864176324048625,0.02486567051367073,0.025,False,False
Brazil,BRA,death_rate,M2_primary,1.3418550263225179e-05,0.04752761458462085,0.060950438835008364,0.025,False,False
Slovakia,SVK,death_rate,M2_primary,8.261639436301969e-06,0.05363812190183353,0.03042136676314484,0.025,False,False
Andorra,AND,death_rate,M2_primary,8.08157792463528e-06,-0.033976621894661184,0.07105540242989956,0.025,False,False
Denmark,DNK,death_rate,M2_primary,5.721580081015785e-06,0.04617093398032947,0.028490501870783884,0.025,False,False
Cyprus,CYP,death_rate,M2_primary,4.94231701190905e-06,0.039416629214638614,0.03358968137089763,0.025,False,False
Croatia,HRV,death_rate,M2_primary,4.6930223298563586e-06,0.03540746738002615,0.03929391015831788,0.025,False,False
Ireland,IRL,death_rate,M2_primary,4.398570311548806e-06,0.02674025837260673,0.06297956176080098,0.025,False,False
Poland,POL,death_rate,M2_primary,2.012808915278393e-06,0.028287501028143855,0.026749070132911123,0.025,False,False
Zimbabwe,ZWE,death_rate,M2_primary,7.551685225806009e-07,-0.01616318113391967,0.030616443931977683,0.025,False,False
Belgium,BEL,death_rate,M2_primary,1.500842383625925e-07,-0.007619904547319726,0.02746684286216726,0.025,False,False
