population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,126,Costa Rica,3,Both,22,All ages,294,All causes,3,Rate,2023,560.3041344635624,570.8905654954013,549.2730168160338
1,All Population,1,Deaths,45,Bulgaria,3,Both,22,All ages,294,All causes,1,Number,2023,101890.21874008208,103643.22481132127,100334.56488028535
1,All Population,1,Deaths,45,Bulgaria,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,45,Bulgaria,3,Both,22,All ages,294,All causes,3,Rate,2023,1470.9879047000022,1496.296032992832,1448.5289479919165
1,All Population,1,Deaths,22,Fiji,3,Both,22,All ages,294,All causes,1,Number,2023,8390.584696291999,8683.189480577175,8099.9348330667
1,All Population,1,Deaths,22,Fiji,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,22,Fiji,3,Both,22,All ages,294,All causes,3,Rate,2023,894.3005479586715,925.4874828855309,863.321975981278
1,All Population,1,Deaths,109,Cuba,3,Both,22,All ages,294,All causes,1,Number,2023,115532.03443638083,124903.0525934164,107066.37260437584
1,All Population,1,Deaths,109,Cuba,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,109,Cuba,3,Both,22,All ages,294,All causes,3,Rate,2023,1021.0456407985995,1103.8645514649281,946.2280618282966
1,All Population,1,Deaths,197,Eswatini,3,Both,22,All ages,294,All causes,1,Number,2023,11816.702185578824,12378.838737635715,11287.56353385582
1,All Population,1,Deaths,197,Eswatini,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,197,Eswatini,3,Both,22,All ages,294,All causes,3,Rate,2023,996.2461777903873,1043.638959853255,951.6353929012213
1,All Population,1,Deaths,98,Chile,3,Both,22,All ages,294,All causes,1,Number,2023,121405.56725165597,122662.38957661146,120246.86298518392
1,All Population,1,Deaths,98,Chile,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,98,Chile,3,Both,22,All ages,294,All causes,3,Rate,2023,633.8814573628148,640.4435647276075,627.8316429621184
1,All Population,1,Deaths,28,Solomon Islands,3,Both,22,All ages,294,All causes,1,Number,2023,7042.975569453013,7296.365003347925,6809.980406764232
1,All Population,1,Deaths,28,Solomon Islands,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,28,Solomon Islands,3,Both,22,All ages,294,All causes,3,Rate,2023,819.1762083524335,848.6482111512053,792.0762855919915
1,All Population,1,Deaths,143,Iraq,3,Both,22,All ages,294,All causes,1,Number,2023,223723.270191557,231869.6615382667,216224.50480337447
1,All Population,1,Deaths,143,Iraq,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,143,Iraq,3,Both,22,All ages,294,All causes,3,Rate,2023,506.4192768186972,524.8594221417585,489.4450955381135
1,All Population,1,Deaths,161,Bangladesh,3,Both,22,All ages,294,All causes,1,Number,2023,1090063.9548442683,1163628.0596144218,1024395.127647557
1,All Population,1,Deaths,161,Bangladesh,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,161,Bangladesh,3,Both,22,All ages,294,All causes,3,Rate,2023,626.9874168786444,669.300317713365,589.2157538945235
1,All Population,1,Deaths,29,Tonga,3,Both,22,All ages,294,All causes,1,Number,2023,740.2037860535993,765.4902454476376,715.2966742165709
1,All Population,1,Deaths,29,Tonga,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,29,Tonga,3,Both,22,All ages,294,All causes,3,Rate,2023,709.0048632358437,733.2255211440846,685.1475637267955
1,All Population,1,Deaths,34,Azerbaijan,3,Both,22,All ages,294,All causes,1,Number,2023,69585.90101142917,71518.59257561743,67373.04965560828
1,All Population,1,Deaths,34,Azerbaijan,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,34,Azerbaijan,3,Both,22,All ages,294,All causes,3,Rate,2023,661.3263720478753,679.694171873047,640.296006158298
1,All Population,1,Deaths,52,Romania,3,Both,22,All ages,294,All causes,1,Number,2023,246053.242665251,248666.5201634311,243898.57206408476
1,All Population,1,Deaths,52,Romania,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,52,Romania,3,Both,22,All ages,294,All causes,3,Rate,2023,1273.386398684444,1286.9107562020483,1262.2354453076457
1,All Population,1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,1,Number,2023,591576.9750598674,597922.4398273473,585094.2417109351
1,All Population,1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,18,Thailand,3,Both,22,All ages,294,All causes,3,Rate,2023,900.0932585887313,909.7479786008529,890.229682366868
1,All Population,1,Deaths,53,Serbia,3,Both,22,All ages,294,All causes,1,Number,2023,119778.44207572305,128639.46644365073,111678.86479610376
1,All Population,1,Deaths,53,Serbia,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,53,Serbia,3,Both,22,All ages,294,All causes,3,Rate,2023,1334.663883005549,1433.4002581441448,1244.4121392411241
1,All Population,1,Deaths,215,Sao Tome and Principe,3,Both,22,All ages,294,All causes,1,Number,2023,1213.5370756272232,1282.9874177286786,1151.9502259642657
1,All Population,1,Deaths,215,Sao Tome and Principe,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,215,Sao Tome and Principe,3,Both,22,All ages,294,All causes,3,Rate,2023,546.6369987190603,577.9208608513562,518.8952417208897
1,All Population,1,Deaths,162,Bhutan,3,Both,22,All ages,294,All causes,1,Number,2023,4980.568337646754,5309.731387394984,4678.287172879372
1,All Population,1,Deaths,162,Bhutan,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,162,Bhutan,3,Both,22,All ages,294,All causes,3,Rate,2023,667.3283804159244,711.4317497484773,626.826817855342
1,All Population,1,Deaths,46,Croatia,3,Both,22,All ages,294,All causes,1,Number,2023,51907.857637172245,52901.69780049571,50787.8476065111
1,All Population,1,Deaths,46,Croatia,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,46,Croatia,3,Both,22,All ages,294,All causes,3,Rate,2023,1334.8702849101076,1360.4280282337434,1306.067938275401
1,All Population,1,Deaths,190,Uganda,3,Both,22,All ages,294,All causes,1,Number,2023,289475.0699970656,300047.6844060912,278402.12143600115
1,All Population,1,Deaths,190,Uganda,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,190,Uganda,3,Both,22,All ages,294,All causes,3,Rate,2023,634.787970628686,657.9725869931038,610.5061748041779
1,All Population,1,Deaths,173,Gabon,3,Both,22,All ages,294,All causes,1,Number,2023,14262.955342949588,14927.117315054751,13536.083600582067
1,All Population,1,Deaths,173,Gabon,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,173,Gabon,3,Both,22,All ages,294,All causes,3,Rate,2023,745.2622401952981,779.9657660272212,707.2820285192336
1,All Population,1,Deaths,522,Sudan,3,Both,22,All ages,294,All causes,1,Number,2023,241778.2113973835,258532.6824183435,226588.08276379193
1,All Population,1,Deaths,522,Sudan,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,522,Sudan,3,Both,22,All ages,294,All causes,3,Rate,2023,644.854112892163,689.5404784862943,604.3400530514568
1,All Population,1,Deaths,144,Jordan,3,Both,22,All ages,294,All causes,1,Number,2023,40924.20224101635,42298.098692518215,39672.08440947774
1,All Population,1,Deaths,144,Jordan,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,144,Jordan,3,Both,22,All ages,294,All causes,3,Rate,2023,310.0292696957682,320.43749001948186,300.5436070407266
1,All Population,1,Deaths,178,Eritrea,3,Both,22,All ages,294,All causes,1,Number,2023,58508.69800187402,61221.910221991835,55944.09574183508
1,All Population,1,Deaths,178,Eritrea,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,178,Eritrea,3,Both,22,All ages,294,All causes,3,Rate,2023,832.9591712523714,871.5858212972719,796.4482071381886
1,All Population,1,Deaths,47,Czechia,3,Both,22,All ages,294,All causes,1,Number,2023,112918.11941503204,113988.34608965967,111493.79785862786
1,All Population,1,Deaths,47,Czechia,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,47,Czechia,3,Both,22,All ages,294,All causes,3,Rate,2023,1036.6564926725582,1046.4818195256053,1023.5803610760619
1,All Population,1,Deaths,198,Zimbabwe,3,Both,22,All ages,294,All causes,1,Number,2023,115387.72830599062,120874.08302646354,110372.22065507717
1,All Population,1,Deaths,198,Zimbabwe,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,198,Zimbabwe,3,Both,22,All ages,294,All causes,3,Rate,2023,724.1324206009655,758.5628351895624,692.6568750718312
1,All Population,1,Deaths,216,Senegal,3,Both,22,All ages,294,All causes,1,Number,2023,102284.14746688098,106683.69819005634,98230.80100457257
1,All Population,1,Deaths,216,Senegal,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,216,Senegal,3,Both,22,All ages,294,All causes,3,Rate,2023,545.9839066492503,569.4683267752395,524.3474948366514
1,All Population,1,Deaths,208,Guinea,3,Both,22,All ages,294,All causes,1,Number,2023,119809.20372784733,125037.68886644304,115600.73396338616
1,All Population,1,Deaths,208,Guinea,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,208,Guinea,3,Both,22,All ages,294,All causes,3,Rate,2023,845.2766416878607,882.1645953805197,815.5850897998338
1,All Population,1,Deaths,35,Georgia,3,Both,22,All ages,294,All causes,1,Number,2023,43631.817796466115,45558.39313154447,42127.648690611226
1,All Population,1,Deaths,35,Georgia,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,35,Georgia,3,Both,22,All ages,294,All causes,3,Rate,2023,1218.4192177884127,1272.2188651862525,1176.4152711748109
1,All Population,1,Deaths,79,Finland,3,Both,22,All ages,294,All causes,1,Number,2023,61227.79112928484,61957.53745966932,60442.21872019988
1,All Population,1,Deaths,79,Finland,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,79,Finland,3,Both,22,All ages,294,All causes,3,Rate,2023,1102.6277881799006,1115.7695097309067,1088.480716206399
1,All Population,1,Deaths,211,Mali,3,Both,22,All ages,294,All causes,1,Number,2023,198127.76243683838,204422.65767877802,191754.86548511073
1,All Population,1,Deaths,211,Mali,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,211,Mali,3,Both,22,All ages,294,All causes,3,Rate,2023,817.7542685589544,843.7358745232814,791.450717651883
1,All Population,1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,1,Number,2023,662071.8991731649,668795.650548595,655206.9155106926
1,All Population,1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,16,Philippines,3,Both,22,All ages,294,All causes,3,Rate,2023,578.1707733725023,584.0424567010831,572.1757554321879
1,All Population,1,Deaths,416,Tuvalu,3,Both,22,All ages,294,All causes,1,Number,2023,125.67891768688192,130.68285647004123,121.6523395298935
1,All Population,1,Deaths,416,Tuvalu,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,416,Tuvalu,3,Both,22,All ages,294,All causes,3,Rate,2023,1140.1104849521387,1185.5042803295967,1103.5829267923914
1,All Population,1,Deaths,147,Libya,3,Both,22,All ages,294,All causes,1,Number,2023,49504.48460746635,51489.78276881241,47549.53123684848
1,All Population,1,Deaths,147,Libya,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,147,Libya,3,Both,22,All ages,294,All causes,3,Rate,2023,668.7410004017388,695.5597884174426,642.3321309190627
1,All Population,1,Deaths,36,Kazakhstan,3,Both,22,All ages,294,All causes,1,Number,2023,131210.37107799528,134078.33217940805,128186.27863308034
1,All Population,1,Deaths,36,Kazakhstan,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,36,Kazakhstan,3,Both,22,All ages,294,All causes,3,Rate,2023,643.1143844821116,657.1714062198014,628.292100730072
1,All Population,1,Deaths,179,Ethiopia,3,Both,22,All ages,294,All causes,1,Number,2023,793224.648259169,828783.4551923892,758430.059154622
1,All Population,1,Deaths,179,Ethiopia,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,179,Ethiopia,3,Both,22,All ages,294,All causes,3,Rate,2023,699.3798141768957,730.7317292237694,668.701703863878
1,All Population,1,Deaths,149,Palestine,3,Both,22,All ages,294,All causes,1,Number,2023,38118.940321702634,40541.23283310989,36211.34597432781
1,All Population,1,Deaths,149,Palestine,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2023,704.8394209884763,749.6288940639643,669.5669899099282
1,All Population,1,Deaths,298,American Samoa,3,Both,22,All ages,294,All causes,1,Number,2023,386.24061608611055,413.4063262037458,358.3351096719048
1,All Population,1,Deaths,298,American Samoa,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,298,American Samoa,3,Both,22,All ages,294,All causes,3,Rate,2023,788.5130348019744,843.9720301413756,731.5437399273881
1,All Population,1,Deaths,99,Uruguay,3,Both,22,All ages,294,All causes,1,Number,2023,34797.1045383552,35315.6073011129,34203.10001274304
1,All Population,1,Deaths,99,Uruguay,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,99,Uruguay,3,Both,22,All ages,294,All causes,3,Rate,2023,1022.7097309437244,1037.9488673037351,1005.2515482406629
1,All Population,1,Deaths,19,Timor-Leste,3,Both,22,All ages,294,All causes,1,Number,2023,9088.799851199665,9717.129384688082,8558.4142049073
1,All Population,1,Deaths,19,Timor-Leste,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,19,Timor-Leste,3,Both,22,All ages,294,All causes,3,Rate,2023,633.4799750228385,677.2738954190297,596.5126425403861
1,All Population,1,Deaths,63,Ukraine,3,Both,22,All ages,294,All causes,1,Number,2023,533675.0388551642,566119.9449926498,504623.44730132906
1,All Population,1,Deaths,63,Ukraine,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,63,Ukraine,3,Both,22,All ages,294,All causes,3,Rate,2023,1357.1129030939846,1439.6189180901342,1283.2359426168694
1,All Population,1,Deaths,168,Angola,3,Both,22,All ages,294,All causes,1,Number,2023,244659.93734535127,256516.2190765035,235574.86424029613
1,All Population,1,Deaths,168,Angola,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,168,Angola,3,Both,22,All ages,294,All causes,3,Rate,2023,678.1376717763378,711.0003928917231,652.9560650522119
1,All Population,1,Deaths,132,Panama,3,Both,22,All ages,294,All causes,1,Number,2023,22616.16652214249,23361.106579468054,21959.38111761074
1,All Population,1,Deaths,132,Panama,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,132,Panama,3,Both,22,All ages,294,All causes,3,Rate,2023,538.3848692028849,556.1183986644122,522.7498886341407
1,All Population,1,Deaths,305,Bermuda,3,Both,22,All ages,294,All causes,1,Number,2023,622.2488656783968,647.6065539917142,598.3035211682533
1,All Population,1,Deaths,305,Bermuda,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,305,Bermuda,3,Both,22,All ages,294,All causes,3,Rate,2023,987.3949843636755,1027.6329914323267,949.3981082385602
1,All Population,1,Deaths,20,Viet Nam,3,Both,22,All ages,294,All causes,1,Number,2023,676497.0080694719,725902.4219275311,623436.8335670921
1,All Population,1,Deaths,20,Viet Nam,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,20,Viet Nam,3,Both,22,All ages,294,All causes,3,Rate,2023,655.816252880454,703.7113255887033,604.3781468663026
1,All Population,1,Deaths,150,Oman,3,Both,22,All ages,294,All causes,1,Number,2023,12282.277235885256,12907.870615573896,11626.070641265154
1,All Population,1,Deaths,150,Oman,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,150,Oman,3,Both,22,All ages,294,All causes,3,Rate,2023,239.22444765000387,251.40925897084404,226.44337642620556
1,All Population,1,Deaths,131,Nicaragua,3,Both,22,All ages,294,All causes,1,Number,2023,29440.067743638836,31321.563017483593,27612.17061399606
1,All Population,1,Deaths,131,Nicaragua,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,131,Nicaragua,3,Both,22,All ages,294,All causes,3,Rate,2023,432.2444583940535,459.8689160785888,405.4069384643244
1,All Population,1,Deaths,50,Montenegro,3,Both,22,All ages,294,All causes,1,Number,2023,6986.706735736885,7193.45466383031,6772.414885776225
1,All Population,1,Deaths,50,Montenegro,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,50,Montenegro,3,Both,22,All ages,294,All causes,3,Rate,2023,1068.2142429638,1099.8244263944273,1035.450651340843
1,All Population,1,Deaths,33,Armenia,3,Both,22,All ages,294,All causes,1,Number,2023,24651.836691144108,25903.391380717712,23635.861206168902
1,All Population,1,Deaths,33,Armenia,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,33,Armenia,3,Both,22,All ages,294,All causes,3,Rate,2023,813.1452016272904,854.427954841639,779.6330702218722
1,All Population,1,Deaths,51,Poland,3,Both,22,All ages,294,All causes,1,Number,2023,409603.92747591157,412841.67718400696,406845.84757800045
1,All Population,1,Deaths,51,Poland,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,51,Poland,3,Both,22,All ages,294,All causes,3,Rate,2023,1049.707879679356,1058.0053864976146,1042.639641297308
1,All Population,1,Deaths,94,Switzerland,3,Both,22,All ages,294,All causes,1,Number,2023,71549.05182545508,72363.59227334772,70814.10192373779
1,All Population,1,Deaths,94,Switzerland,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,94,Switzerland,3,Both,22,All ages,294,All causes,3,Rate,2023,795.7201370061277,804.7789046663237,787.5465215413998
1,All Population,1,Deaths,95,United Kingdom,3,Both,22,All ages,294,All causes,1,Number,2023,667658.1661950964,669872.9913124358,665733.1381230381
1,All Population,1,Deaths,95,United Kingdom,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,95,United Kingdom,3,Both,22,All ages,294,All causes,3,Rate,2023,965.303060625913,968.5052643474711,962.519846724196
1,All Population,1,Deaths,165,Pakistan,3,Both,22,All ages,294,All causes,1,Number,2023,1373350.9484783213,1445826.633863842,1304931.6943761637
1,All Population,1,Deaths,165,Pakistan,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,165,Pakistan,3,Both,22,All ages,294,All causes,3,Rate,2023,562.9626426805124,592.6718029063978,534.9162906957864
1,All Population,1,Deaths,422,United States Virgin Islands,3,Both,22,All ages,294,All causes,1,Number,2023,1009.8233649019061,1088.113428798258,941.3727777734099
1,All Population,1,Deaths,422,United States Virgin Islands,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,422,United States Virgin Islands,3,Both,22,All ages,294,All causes,3,Rate,2023,1201.403043996702,1294.5459879499847,1119.966283274172
1,All Population,1,Deaths,80,France,3,Both,22,All ages,294,All causes,1,Number,2023,633839.6208612401,636444.4553851121,631426.2621088605
1,All Population,1,Deaths,80,France,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,80,France,3,Both,22,All ages,294,All causes,3,Rate,2023,907.1265673023063,910.8545049733854,903.6726622943804
1,All Population,1,Deaths,151,Qatar,3,Both,22,All ages,294,All causes,1,Number,2023,3214.75014648906,3444.752228683919,2989.386112676238
1,All Population,1,Deaths,151,Qatar,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,151,Qatar,3,Both,22,All ages,294,All causes,3,Rate,2023,103.60821942089616,111.02095917155253,96.34495938485321
1,All Population,1,Deaths,148,Morocco,3,Both,22,All ages,294,All causes,1,Number,2023,279559.9477724484,298458.9323081937,262365.5543592509
1,All Population,1,Deaths,148,Morocco,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,148,Morocco,3,Both,22,All ages,294,All causes,3,Rate,2023,757.5187401203378,808.7289906198997,710.9273906109268
1,All Population,1,Deaths,121,Bolivia (Plurinational State of),3,Both,22,All ages,294,All causes,1,Number,2023,77193.77834517114,79948.57885870285,74257.88024938462
1,All Population,1,Deaths,121,Bolivia (Plurinational State of),3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,121,Bolivia (Plurinational State of),3,Both,22,All ages,294,All causes,3,Rate,2023,639.623554030544,662.4496850074647,615.2968580900803
1,All Population,1,Deaths,396,San Marino,3,Both,22,All ages,294,All causes,1,Number,2023,282.14387150763196,311.49698638715245,254.72062467944667
1,All Population,1,Deaths,396,San Marino,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,396,San Marino,3,Both,22,All ages,294,All causes,3,Rate,2023,802.474588610257,885.960820870083,724.4772938286463
1,All Population,1,Deaths,183,Mauritius,3,Both,22,All ages,294,All causes,1,Number,2023,12859.498847917328,13220.554355305665,12442.078046906667
1,All Population,1,Deaths,183,Mauritius,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,183,Mauritius,3,Both,22,All ages,294,All causes,3,Rate,2023,1008.9887331791294,1037.3180594861274,976.2368436851958
1,All Population,1,Deaths,413,Tokelau,3,Both,22,All ages,294,All causes,1,Number,2023,12.956837762710716,13.50335306535612,12.377312898736085
1,All Population,1,Deaths,413,Tokelau,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,413,Tokelau,3,Both,22,All ages,294,All causes,3,Rate,2023,801.6802583435071,835.4948770828388,765.8232343399528
1,All Population,1,Deaths,184,Mozambique,3,Both,22,All ages,294,All causes,1,Number,2023,231880.16921572588,241232.05952407295,222587.039806647
1,All Population,1,Deaths,184,Mozambique,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,184,Mozambique,3,Both,22,All ages,294,All causes,3,Rate,2023,696.2216280943865,724.3007360157727,668.3189501329035
1,All Population,1,Deaths,133,Venezuela (Bolivarian Republic of),3,Both,22,All ages,294,All causes,1,Number,2023,217639.22617225183,224957.81330252206,210648.8546568506
1,All Population,1,Deaths,133,Venezuela (Bolivarian Republic of),3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,133,Venezuela (Bolivarian Republic of),3,Both,22,All ages,294,All causes,3,Rate,2023,848.3469629949092,876.8744544520986,821.0988398068431
1,All Population,1,Deaths,191,Zambia,3,Both,22,All ages,294,All causes,1,Number,2023,147190.55118781247,153417.13733865618,140717.31733886138
1,All Population,1,Deaths,191,Zambia,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,191,Zambia,3,Both,22,All ages,294,All causes,3,Rate,2023,702.5829332931105,732.3042240074852,671.6843220114315
1,All Population,1,Deaths,40,Turkmenistan,3,Both,22,All ages,294,All causes,1,Number,2023,36190.42570779275,38775.79228834073,33835.310543967906
1,All Population,1,Deaths,40,Turkmenistan,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,40,Turkmenistan,3,Both,22,All ages,294,All causes,3,Rate,2023,645.2091446276951,691.301505448564,603.2217457332989
1,All Population,1,Deaths,85,Israel,3,Both,22,All ages,294,All causes,1,Number,2023,50801.183979541194,51398.99700843636,50181.255775185564
1,All Population,1,Deaths,85,Israel,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,85,Israel,3,Both,22,All ages,294,All causes,3,Rate,2023,508.53502345276235,514.5193104093811,502.3293569850676
1,All Population,1,Deaths,57,Belarus,3,Both,22,All ages,294,All causes,1,Number,2023,122877.45286832578,128233.92982006913,118109.95769786219
1,All Population,1,Deaths,57,Belarus,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,57,Belarus,3,Both,22,All ages,294,All causes,3,Rate,2023,1293.7255266460336,1350.1216416663158,1243.5305555084083
1,All Population,1,Deaths,201,Burkina Faso,3,Both,22,All ages,294,All causes,1,Number,2023,157603.77371737384,164181.39278891613,151719.9855396583
1,All Population,1,Deaths,201,Burkina Faso,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,201,Burkina Faso,3,Both,22,All ages,294,All causes,3,Rate,2023,649.3669619775732,676.4683975129464,625.1242832411202
1,All Population,1,Deaths,367,Monaco,3,Both,22,All ages,294,All causes,1,Number,2023,542.3478588542667,600.5948130123477,495.4965987882816
1,All Population,1,Deaths,367,Monaco,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,367,Monaco,3,Both,22,All ages,294,All causes,3,Rate,2023,1394.3865701093996,1544.1405873915623,1273.9310971833656
1,All Population,1,Deaths,185,Rwanda,3,Both,22,All ages,294,All causes,1,Number,2023,101144.51891309528,105607.93023036346,96576.99934807957
1,All Population,1,Deaths,185,Rwanda,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,185,Rwanda,3,Both,22,All ages,294,All causes,3,Rate,2023,725.798806555082,757.8276168361531,693.0229301672202
1,All Population,1,Deaths,186,Seychelles,3,Both,22,All ages,294,All causes,1,Number,2023,804.4290269580165,829.0749586760704,781.7332071387433
1,All Population,1,Deaths,186,Seychelles,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,186,Seychelles,3,Both,22,All ages,294,All causes,3,Rate,2023,757.5308691572756,780.739944725036,736.1582140966473
1,All Population,1,Deaths,74,Andorra,3,Both,22,All ages,294,All causes,1,Number,2023,660.9454724967175,687.4054786837721,631.5407220985173
1,All Population,1,Deaths,74,Andorra,3,Both,22,All ages,294,All causes,2,Percent,2023,1.0,1.0,1.0
1,All Population,1,Deaths,74,Andorra,3,Both,22,All ages,294,All causes,3,Rate,2023,731.3025282744549,760.5791785095417,698.767668434576
