country,iso_code,Year,regulation,region,regulation_label,ihme_country,death_rate,daly_rate,country_for_merge,reg_binary,log_death_rate,log_daly_rate,wb_country_name,wb_region,income_group,lending_type,gdp_per_capita_ppp_2021,gdp_per_capita_ppp_2021_year,gdp_per_capita_ppp_2021_lag,urban_population_pct,urban_population_pct_year,urban_population_pct_lag,population_age_65plus_pct,population_age_65plus_pct_year,population_age_65plus_pct_lag,health_expenditure_per_capita_usd,health_expenditure_per_capita_usd_year,health_expenditure_per_capita_usd_lag,uhc_service_coverage_index,uhc_service_coverage_index_year,uhc_service_coverage_index_lag,manufacturing_value_added_pct_gdp,manufacturing_value_added_pct_gdp_year,manufacturing_value_added_pct_gdp_lag,pm25_mean_annual_ug_m3,pm25_mean_annual_ug_m3_year,pm25_mean_annual_ug_m3_lag,log_gdp_per_capita_ppp,log_health_expenditure_per_capita
Eswatini,SWZ,2023,No,Africa,Not regulated,Eswatini,996.2461777903872,57693.78952829716,Eswatini,0,6.903994393500214,10.96290481287825,Eswatini,Sub-Saharan Africa ,Lower middle income,Blend,9927.60567008139,2022.0,0.0,25.396682918542,2022,0,4.01504122718824,2022,0,284.75802612,2022.0,0.0,,,,29.6218331591913,2022.0,0.0,18.4190593206,2022.0,0.0,9.2031753312768,5.655145390189474
Ethiopia,ETH,2023,Yes,Africa,Regulated,Ethiopia,699.3798141768957,45889.64552101202,Ethiopia,1,6.550193962584083,10.733994782822371,Ethiopia,Sub-Saharan Africa ,Low income,IDA,2655.59276743639,2022.0,0.0,22.7367687225342,2022,0,3.12441623217276,2022,0,27.06845474,2022.0,0.0,,,,4.24106228559317,2022.0,0.0,23.5261339843168,2022.0,0.0,7.884799666205948,3.3346463386269076
Fiji,FJI,2023,No,Oceania,Not regulated,Fiji,894.3005479586715,39781.34238923753,Fiji,0,6.7960419020754985,10.591153297168855,Fiji,East Asia & Pacific,Upper middle income,Blend,12118.3182710082,2022.0,0.0,58.1352701465266,2022,0,6.20928148336672,2022,0,217.15068054,2022.0,0.0,,,,11.7043702034075,2022.0,0.0,7.3625428766382,2022.0,0.0,9.402556009774662,5.3851860191613605
Finland,FIN,2023,Yes,Europe,Regulated,Finland,1102.6277881799006,33119.18947433773,Finland,1,7.005451508250397,10.407868135806558,Finland,Europe & Central Asia,High income,Not classified,57068.3056478074,2022.0,0.0,73.6967597835949,2022,0,23.2287672110978,2022,0,4902.0390625,2022.0,0.0,,,,15.7551618539463,2022.0,0.0,5.11856750896099,2022.0,0.0,10.952021696780857,8.497610508680479
France,FRA,2023,Yes,Europe,Regulated,France,907.1265673023064,30100.34204123608,France,1,6.810281985365646,10.31229181416862,France,Europe & Central Asia,High income,Not classified,53673.8137406422,2022.0,0.0,78.7591921123356,2022,0,21.3773491158756,2022,0,4857.73388672,2022.0,0.0,,,,9.3013624882498,2022.0,0.0,10.3836622746905,2022.0,0.0,10.890699152608539,8.488533165818254
Gabon,GAB,2023,No,Africa,Not regulated,Gabon,745.2622401952981,42183.69015484912,Gabon,0,6.613736156704147,10.649788936096307,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD,18662.0497970472,2022.0,0.0,91.2243355459988,2022,0,4.01133890116906,2022,0,243.09941101,2022.0,0.0,,,,20.8000410208541,2022.0,0.0,32.1853662714696,2022.0,0.0,9.834300901402642,5.497575564491456
Gambia,GMB,2023,No,Africa,Not regulated,Gambia,634.3969653239628,42041.40457680703,Gambia,0,6.452674886771938,10.64641023491819,"Gambia, The",Sub-Saharan Africa ,Low income,IDA,2863.18049829859,2022.0,0.0,63.2869880996278,2022,0,2.88979203252834,2022,0,29.57811737,2022.0,0.0,,,,1.43076291164454,2022.0,0.0,36.1413467657693,2022.0,0.0,7.96003754924361,3.4202846345115905
Georgia,GEO,2023,Yes,Asia,Regulated,Georgia,1218.4192177884129,39833.26193371865,Georgia,1,7.105309574428008,10.59245756922504,Georgia,Europe & Central Asia,Upper middle income,IBRD,20966.5280391134,2022.0,0.0,60.0101622679115,2022,0,15.086921296037,2022,0,546.22503662,2022.0,0.0,,,,9.72325569585506,2022.0,0.0,19.351565028902,2022.0,0.0,9.950730236123126,6.304860119318673
Germany,DEU,2023,Yes,Europe,Regulated,Germany,1210.9533486442133,35278.85297997194,Germany,1,7.099163219808761,10.471038997686646,Germany,Europe & Central Asia,High income,Not classified,63777.9291029299,2022.0,0.0,81.7867852780995,2022,0,22.4589063795192,2022,0,6226.14208984,2022.0,0.0,,,,18.3217735042199,2022.0,0.0,9.64877683820048,2022.0,0.0,11.063178149939077,8.73667277295803
Ghana,GHA,2023,No,Africa,Not regulated,Ghana,719.9273416486532,42507.81489993666,Ghana,0,6.579150292541032,10.657443218007163,Ghana,Sub-Saharan Africa ,Lower middle income,IDA,6728.45413832472,2022.0,0.0,57.250609602871,2022,0,3.56150287042033,2022,0,82.32108307,2022.0,0.0,,,,11.4844320300242,2022.0,0.0,30.0880306483719,2022.0,0.0,8.814249310630817,4.422701615228113
Greece,GRC,2023,Yes,Europe,Regulated,Greece,1236.7362113428942,35604.803168299266,Greece,1,7.120231100939455,10.48023582819702,Greece,Europe & Central Asia,High income,Not classified,35828.1756641776,2022.0,0.0,78.5502190980809,2022,0,23.2281742678017,2022,0,1768.11071777,2022.0,0.0,,,,9.72102945141494,2022.0,0.0,16.3030538124793,2022.0,0.0,10.48651780317354,7.478232279974005
Guatemala,GTM,2023,No,North America,Not regulated,Guatemala,537.3443862388858,31295.123827194828,Guatemala,0,6.286639204110391,10.351217576123457,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD,12144.4800461597,2022.0,0.0,55.2581228215265,2022,0,4.62989239560537,2022,0,384.06158447,2022.0,0.0,,,,14.0877396415755,2022.0,0.0,28.3120937251037,2022.0,0.0,9.404712366893065,5.953403281157939
Guinea,GIN,2023,No,Africa,Not regulated,Guinea,845.2766416878607,57133.3042276744,Guinea,0,6.739663960390724,10.95314248704364,Guinea,Sub-Saharan Africa ,Lower middle income,IDA,3792.01068836277,2022.0,0.0,37.2384967469106,2022,0,3.43104090696519,2022,0,53.2922287,2022.0,0.0,,,,12.7453563521224,2022.0,0.0,27.6046011191563,2022.0,0.0,8.240915359602875,3.994381098833831
Guinea-Bissau,GNB,2023,No,Africa,Not regulated,Guinea-Bissau,804.5937438242108,54863.698026480575,Guinea-Bissau,0,6.690337483974908,10.912607170649943,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA,2600.802474483,2022.0,0.0,45.1627159118652,2022,0,3.09029227334318,2022,0,68.01049042,2022.0,0.0,,,,7.00649344964373,2022.0,0.0,31.6464547644496,2022.0,0.0,7.863959743232807,4.234258528113563
Guyana,GUY,2023,Yes,South America,Regulated,Guyana,830.8140376730757,40391.42220047913,Guyana,1,6.722405988432485,10.606372719635464,Guyana,Latin America & Caribbean ,High income,IDA,37068.1993827588,2022.0,0.0,26.4536735068183,2022,0,6.22245590205894,2022,0,452.23754883,2022.0,0.0,,,,1.86702615759206,2022.0,0.0,17.5047665611304,2022.0,0.0,10.520541698467762,6.116416378391661
Haiti,HTI,2023,No,North America,Not regulated,Haiti,935.2863781836796,55458.73179045157,Haiti,0,6.840852769219917,10.923394451805024,Haiti,Latin America & Caribbean ,Lower middle income,IDA,3029.77866381702,2022.0,0.0,53.8524949966907,2022,0,4.54071966651153,2022,0,52.28417587,2022.0,0.0,,,,20.0720393631843,2022.0,0.0,14.6394225854133,2022.0,0.0,8.016574850246581,3.9756393990993386
Honduras,HND,2023,No,North America,Not regulated,Honduras,443.25911767735306,24653.400984387456,Honduras,0,6.094154514798826,10.112670140922782,Honduras,Latin America & Caribbean ,Lower middle income,IDA,6352.58710177732,2022.0,0.0,57.8364689017254,2022,0,4.16665073884696,2022,0,244.90408325,2022.0,0.0,,,,16.219500578367,2022.0,0.0,29.6637651594529,2022.0,0.0,8.75677483030966,5.504941554411649
Hungary,HUN,2023,Yes,Europe,Regulated,Hungary,1324.5372407814332,40607.22940565903,Hungary,1,7.188818425177127,10.611701393917071,Hungary,Europe & Central Asia,High income,Not classified,40610.9711368238,2022.0,0.0,70.1585064243445,2022,0,20.6075593133653,2022,0,1228.00231934,2022.0,0.0,,,,16.7771082108585,2022.0,0.0,13.9643061911554,2022.0,0.0,10.611818157715252,7.113957996740821
Iceland,ISL,2023,Yes,Europe,Regulated,Iceland,664.7876789465762,25462.97691932607,Iceland,1,6.499467709895629,10.144980790622826,Iceland,Europe & Central Asia,High income,Not classified,66581.2441801002,2022.0,0.0,94.1787071228028,2022,0,15.1109948456115,2022,0,6851.62939453,2022.0,0.0,,,,9.85678509406482,2022.0,0.0,4.87771243846275,2022.0,0.0,11.106193217080943,8.83238771081953
India,IND,2023,Yes,Asia,Regulated,India,682.0642484630768,33556.58235279176,India,1,6.525123859363951,10.420988318470254,India,South Asia,Lower middle income,IBRD,8347.38478647086,2022.0,0.0,34.7555673994206,2022,0,6.69899975408181,2022,0,81.50888824,2022.0,0.0,,,,13.3327202623974,2022.0,0.0,50.6577446303517,2022.0,0.0,9.029823360387208,4.412906023779928
Iraq,IRQ,2023,Yes,Asia,Regulated,Iraq,506.4192768186972,30386.04121115306,Iraq,1,6.2273649364930925,10.321738611257418,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,13433.3977166956,2022.0,0.0,69.8682861328125,2022,0,3.39760558019799,2022,0,283.17074585,2022.0,0.0,,,,2.24623679872033,2022.0,0.0,59.5284377287451,2022.0,0.0,9.505573690621247,5.649575275283892
Ireland,IRL,2023,Yes,Europe,Regulated,Ireland,668.181486455389,25472.44766658214,Ireland,1,6.504559822947066,10.14535266333979,Ireland,Europe & Central Asia,High income,Not classified,123007.47648651,2022.0,0.0,63.8920250215059,2022,0,15.16194031114,2022,0,6407.92333984,2022.0,0.0,,,,37.0980377487837,2022.0,0.0,8.10103504227002,2022.0,0.0,11.720008546504529,8.76544657010331
Israel,ISR,2023,Yes,Asia,Regulated,Israel,508.5350234527624,21103.29599585149,Israel,1,6.2315340891300695,9.9571845155991,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,48132.3637205177,2022.0,0.0,91.4979834273327,2022,0,12.3030366078735,2022,0,4107.72998047,2022.0,0.0,,,,12.0735689690971,2022.0,0.0,23.0791533108637,2022.0,0.0,10.781730848085248,8.320869252552807
Italy,ITA,2023,Yes,Europe,Regulated,Italy,1141.666542440329,32402.57241097848,Italy,1,7.04024435321682,10.385993094029343,Italy,Europe & Central Asia,High income,Not classified,52333.3274270604,2022.0,0.0,69.4839779766539,2022,0,23.929189689659,2022,0,3154.57104492,2022.0,0.0,,,,15.3822538780623,2022.0,0.0,16.2350417959884,2022.0,0.0,10.865407790903461,8.05692475540244
Jamaica,JAM,2023,Yes,North America,Regulated,Jamaica,711.2028622325878,31231.428571443124,Jamaica,1,6.566957708703109,10.34918019279298,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD,11096.6377085321,2022.0,0.0,57.9879906034775,2022,0,7.53711329893799,2022,0,521.12023926,2022.0,0.0,,,,8.13650312593322,2022.0,0.0,20.7985769822432,2022.0,0.0,9.314487545600075,6.25789790476763
Japan,JPN,2023,No,Asia,Not regulated,Japan,1297.34579625788,34052.62452574769,Japan,0,7.1680757611624655,10.435662387190156,Japan,East Asia & Pacific,High income,Not classified,46819.360613609,2022.0,0.0,91.9776532428406,2022,0,29.4026473056942,2022,0,4201.79248047,2022.0,0.0,,,,18.8237454364041,2022.0,0.0,12.4368126972419,2022.0,0.0,10.75407344314273,8.343504459641515
Jordan,JOR,2023,Yes,Asia,Regulated,Jordan,310.0292696957682,20458.212822777503,Jordan,1,5.736666711395504,9.926139685875029,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,10158.4738771524,2022.0,0.0,92.4048379066163,2022,0,4.14208054031429,2022,0,334.387146,2022.0,0.0,,,,15.6966755214311,2022.0,0.0,33.3041989417809,2022.0,0.0,9.226161936046806,5.815285524265921
Kazakhstan,KAZ,2023,Yes,Asia,Regulated,Kazakhstan,643.1143844821116,29374.611101453665,Kazakhstan,1,6.466322600301822,10.287886012259372,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,33506.2614893237,2022.0,0.0,61.444157327248,2022,0,7.98541663578261,2022,0,421.60028076,2022.0,0.0,,,,13.4242966658263,2022.0,0.0,18.9935714383546,2022.0,0.0,10.419517455199248,6.046426769545199
Kenya,KEN,2023,Yes,Africa,Regulated,Kenya,536.2814075503861,33645.413848561526,Kenya,1,6.284659037385667,10.423632035994428,Kenya,Sub-Saharan Africa ,Lower middle income,Blend,5491.69378280246,2022.0,0.0,31.4307820066946,2022,0,2.86391987696116,2022,0,91.18416595,2022.0,0.0,,,,7.74068726212304,2022.0,0.0,20.77459729359,2022.0,0.0,8.611174084984134,4.523788379914033
Kuwait,KWT,2023,Yes,Asia,Regulated,Kuwait,195.5576160442604,18390.29045594147,Kuwait,1,5.275855047230436,9.819578111706454,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,51379.8833194119,2022.0,0.0,100.0,2022,0,2.74657831156504,2022,0,1683.39929199,2022.0,0.0,,,,7.8743575039131,2022.0,0.0,74.5017071155815,2022.0,0.0,10.847021462408113,7.429164275954034
Kyrgyzstan,KGZ,2023,Yes,Asia,Regulated,Kyrgyzstan,435.6983193325104,24406.853645313688,Kyrgyzstan,1,6.076950075719837,10.102619258942916,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,6139.77788825006,2022.0,0.0,34.7003053497743,2022,0,5.19936059005824,2022,0,88.07954407,2022.0,0.0,,,,13.6430601739162,2022.0,0.0,18.6929404908521,2022.0,0.0,8.72270670501385,4.489529724167717
Laos,LAO,2023,Yes,Asia,Regulated,Lao People's Democratic Republic,801.1341045121632,40197.887897402485,Laos,1,6.686028354418466,10.601569733361236,Lao PDR,East Asia & Pacific,Lower middle income,IDA,8183.03286472653,2022.0,0.0,38.0682382805397,2022,0,4.41710766922774,2022,0,41.34779739,2022.0,0.0,,,,8.80581309491413,2022.0,0.0,25.3425878362043,2022.0,0.0,9.009940323352447,3.745916410064285
Latvia,LVA,2023,Yes,Europe,Regulated,Latvia,1471.8354072259956,43967.480690024335,Latvia,1,7.294265477293766,10.69120556442294,Latvia,Europe & Central Asia,High income,Not classified,37718.7097958367,2022.0,0.0,68.2570218109034,2022,0,21.0117630297337,2022,0,1642.47131348,2022.0,0.0,,,,11.9852535721668,2022.0,0.0,13.9221548814057,2022.0,0.0,10.53793804307614,7.4045659384219755
Lebanon,LBN,2023,Yes,Asia,Regulated,Lebanon,532.0731711721944,27188.084681078744,Lebanon,1,6.276781019681272,10.21053409311074,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,11474.7505845558,2022.0,0.0,90.206313713022,2022,0,9.51346669072451,2022,0,230.39093018,2022.0,0.0,,,,1.42682987688995,2021.0,1.0,27.98267173145,2022.0,0.0,9.347991443208384,5.444108618572228
Lesotho,LSO,2023,No,Africa,Not regulated,Lesotho,1185.465991120336,62912.74708761376,Lesotho,0,7.077891217721836,11.049504078557352,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA,2577.54544127769,2022.0,0.0,41.6703965165322,2022,0,3.7929706372461,2022,0,133.32562256,2022.0,0.0,,,,16.282824396699,2022.0,0.0,30.7558120221266,2022.0,0.0,7.854980736480071,4.900266871333346
Liberia,LBR,2023,No,Africa,Not regulated,Liberia,841.518548763522,58141.75410682586,Liberia,0,6.735208055887657,10.970639344053792,Liberia,Sub-Saharan Africa ,Low income,IDA,1578.99837069175,2022.0,0.0,54.4591057083,2022,0,3.2525393175955,2022,0,100.49607086,2022.0,0.0,,,,,,,18.0264041675687,2022.0,0.0,7.365179094812728,4.620020086993645
Liechtenstein,LIE,2023,Yes,Europe,Regulated,,,,,1,,,Liechtenstein,Europe & Central Asia,High income,Not classified,,,,14.6923070071538,2022,0,19.6263702724012,2022,0,10591.59277344,2022.0,0.0,,,,34.6010660800406,2022.0,0.0,,,,,9.267910240870668
Lithuania,LTU,2023,Yes,Europe,Regulated,Lithuania,1362.068853201853,42081.56551268139,Lithuania,1,7.216760038443336,10.6473650499677,Lithuania,Europe & Central Asia,High income,Not classified,46642.5947251086,2022.0,0.0,68.2866452426813,2022,0,19.8607556942966,2022,0,1831.27734375,2022.0,0.0,,,,16.1675970699657,2022.0,0.0,11.0994312721468,2022.0,0.0,10.7502908919203,7.513314922285817
Luxembourg,LUX,2023,Yes,Europe,Regulated,Luxembourg,650.4812104689405,24742.12575421925,Luxembourg,1,6.477712412783567,10.116262566031285,Luxembourg,Europe & Central Asia,High income,Not classified,132570.832272626,2022.0,0.0,94.7605400940185,2022,0,14.8424375777289,2022,0,7022.62695313,2022.0,0.0,,,,3.91238139846512,2022.0,0.0,9.07553744912506,2022.0,0.0,11.794879907868282,8.857035023587066
Madagascar,MDG,2023,No,Africa,Not regulated,Madagascar,748.2113603640832,48815.46166189659,Madagascar,0,6.61768550539151,10.795802378992835,Madagascar,Sub-Saharan Africa ,Low income,IDA,1602.42805197529,2022.0,0.0,31.5397813465886,2022,0,3.26762489022296,2022,0,15.85809231,2022.0,0.0,,,,12.0636550720283,2022.0,0.0,13.7055222398519,2022.0,0.0,7.3798991487628385,2.8248307972988203
Malawi,MWI,2023,Yes,Africa,Regulated,Malawi,751.5567346849618,48307.55842919885,Malawi,1,6.622146701599509,10.78534331661487,Malawi,Sub-Saharan Africa ,Low income,IDA,1659.95933825168,2022.0,0.0,16.7146031979436,2022,0,2.61321944653068,2022,0,40.03453827,2022.0,0.0,,,,10.7499433718723,2022.0,0.0,20.1661455127716,2022.0,0.0,7.4151506290316975,3.7144141089165053
Malaysia,MYS,2023,No,Asia,Not regulated,Malaysia,560.428057394469,24851.59902103796,Malaysia,0,6.328700879937729,10.120677376377657,Malaysia,East Asia & Pacific,Upper middle income,IBRD,32129.2217820113,2022.0,0.0,75.9741357073003,2022,0,7.18563935667379,2022,0,458.21963501,2022.0,0.0,,,,23.3383196840342,2022.0,0.0,15.3331668435575,2022.0,0.0,10.377552354731936,6.129528603259328
Maldives,MDV,2023,No,Asia,Not regulated,Maldives,353.97926955282014,18521.44248298688,Maldives,0,5.869238350833783,9.826684393017333,Maldives,South Asia,Upper middle income,IDA,21357.8112511153,2022.0,0.0,41.0641769690663,2022,0,4.08161318358005,2022,0,883.91467285,2022.0,0.0,,,,1.99500404232389,2022.0,0.0,10.4145518024435,2022.0,0.0,9.96921963848777,6.785491225500961
Mali,MLI,2023,No,Africa,Not regulated,Mali,817.7542685589544,62325.43047987096,Mali,0,6.706561886287418,11.04012481538549,Mali,Sub-Saharan Africa ,Low income,IDA,2813.81095962565,2022.0,0.0,30.4015705681899,2022,0,2.4262091377493,2022,0,31.0949192,2022.0,0.0,,,,7.37164441273169,2022.0,0.0,37.3348886349998,2022.0,0.0,7.942650383656524,3.468697737234478
Malta,MLT,2023,Yes,Europe,Regulated,Malta,732.6106496843163,26251.971515168843,Malta,1,6.596614387072684,10.175496370539271,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,56874.4339327368,2022.0,0.0,95.6003155132879,2022,0,19.2843700775476,2022,0,3362.42382813,2022.0,0.0,,,,6.2436057114897,2022.0,0.0,11.578291572615,2022.0,0.0,10.948618785810728,8.120714730600035
Mauritius,MUS,2023,No,Africa,Not regulated,Mauritius,1008.9887331791294,38384.207926888426,Mauritius,0,6.91670385396731,10.555401402084614,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD,25005.0666145723,2022.0,0.0,39.0000125885784,2022,0,12.3957639095405,2022,0,590.91522217,2022.0,0.0,,,,11.8013954595079,2022.0,0.0,15.054806246095,2022.0,0.0,10.126873738994941,6.383363418835158
Mexico,MEX,2023,Yes,North America,Regulated,Mexico,603.8913106867179,31125.6931127651,Mexico,1,6.40339423254784,10.345788902202282,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,21391.8573698845,2022.0,0.0,79.199683215791,2022,0,7.74526983999124,2022,0,650.97070313,2022.0,0.0,,,,21.48647019504,2022.0,0.0,16.6329908517605,2022.0,0.0,9.97081237753468,6.479999627067404
Moldova,MDA,2023,No,Europe,Not regulated,Republic of Moldova,1060.8132551100343,38357.78623252169,Moldova,0,6.966791114743836,10.554712817022416,Moldova,Europe & Central Asia,Upper middle income,IBRD,15350.3120408391,2022.0,0.0,42.4048843383789,2022,0,15.1170014189217,2022,0,394.42373657,2022.0,0.0,,,,9.25131924589376,2022.0,0.0,14.5523227409262,2022.0,0.0,9.638956224335796,5.9799579407252725
Monaco,MCO,2023,Yes,Europe,Regulated,Monaco,1394.3865701093996,38192.86717664944,Monaco,1,7.240209862855212,10.550404054035374,Monaco,Europe & Central Asia,High income,Not classified,,,,100.0,2022,0,37.0612486033161,2022,0,7674.09814453,2022.0,0.0,,,,,,,12.8418535012439,2022.0,0.0,,8.94573635993455
Mongolia,MNG,2023,No,Asia,Not regulated,Mongolia,534.3706133997774,28626.362165215884,Mongolia,0,6.28108963081481,10.262083326282095,Mongolia,East Asia & Pacific,Upper middle income,IBRD,15310.4349469163,2022.0,0.0,69.783805847168,2022,0,4.61634103806392,2022,0,448.24212646,2022.0,0.0,,,,7.11716459497276,2022.0,0.0,40.9215812032638,2022.0,0.0,9.636355210380959,6.107561999544589
Montenegro,MNE,2023,Yes,Europe,Regulated,Montenegro,1068.2142429638,35063.84346255381,Montenegro,1,6.973743601428274,10.464925777753573,Montenegro,Europe & Central Asia,Upper middle income,IBRD,25583.3155690619,2022.0,0.0,65.4012965440866,2022,0,17.1459251034129,2022,0,1032.91149902,2022.0,0.0,,,,3.75094763869843,2022.0,0.0,18.6822081301969,2022.0,0.0,10.149734769623286,6.9411044605155165
Morocco,MAR,2023,Yes,Africa,Regulated,Morocco,757.5187401203378,32428.628243918967,Morocco,1,6.630048276510299,10.386796899421814,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,8690.4482421875,2022.0,0.0,62.5118468550703,2022,0,7.5098132650741,2022,0,201.81098938,2022.0,0.0,,,,16.0498493107438,2022.0,0.0,21.3232528983588,2022.0,0.0,9.070094860551919,5.312274458513197
Mozambique,MOZ,2023,No,Africa,Not regulated,Mozambique,696.2216280943865,49891.2020432166,Mozambique,0,6.545668040816071,10.817599954435678,Mozambique,Sub-Saharan Africa ,Low income,IDA,1476.73432917026,2022.0,0.0,35.0536638047945,2022,0,2.77309890426475,2022,0,47.69813538,2022.0,0.0,,,,8.13801372931829,2022.0,0.0,16.045018396151,2022.0,0.0,7.298265335128041,3.885640741470534
Myanmar,MMR,2023,No,Asia,Not regulated,Myanmar,988.0771747943952,45686.52313144748,Myanmar,0,6.89576080683735,10.72955863473572,Myanmar,East Asia & Pacific,Lower middle income,IDA,5350.47666899931,2022.0,0.0,30.311095757938,2022,0,6.87716132590698,2022,0,57.96875763,2022.0,0.0,,,,25.559555440961,2022.0,0.0,32.8498528834077,2022.0,0.0,8.585127814702568,4.077007771959383
Nepal,NPL,2023,Yes,Asia,Regulated,Nepal,579.3302395701672,31090.9762251966,Nepal,1,6.361872676930369,10.34467290253399,Nepal,South Asia,Lower middle income,IDA,4763.38751073946,2022.0,0.0,66.2992968721053,2022,0,6.19751969986239,2022,0,87.34230042,2022.0,0.0,,,,4.8320719144747,2022.0,0.0,50.6322528228936,2022.0,0.0,8.468924268632195,4.481219046354576
Netherlands,NLD,2023,Yes,Europe,Regulated,Netherlands,954.7776708610112,31344.981031258627,Netherlands,1,6.86147850799621,10.352809438547848,Netherlands,Europe & Central Asia,High income,Not classified,71324.0360229425,2022.0,0.0,94.9856177734136,2022,0,19.9012830406524,2022,0,5967.90429688,2022.0,0.0,,,,10.3475478456863,2022.0,0.0,9.71599320228502,2022.0,0.0,11.175002681135096,8.694318654681092
New Zealand,NZL,2023,Yes,Oceania,Regulated,New Zealand,757.6178524967801,28829.324409996087,New Zealand,1,6.630179106135913,10.269148356781606,New Zealand,East Asia & Pacific,High income,Not classified,49842.9845334162,2022.0,0.0,83.8547305017812,2022,0,16.4463886430602,2022,0,5138.33789063,2022.0,0.0,,,,8.91308818638142,2022.0,0.0,6.98542238085309,2022.0,0.0,10.816653096762899,8.544679535099311
Nicaragua,NIC,2023,No,North America,Not regulated,Nicaragua,432.2444583940535,25480.58431436113,Nicaragua,0,6.068991304108872,10.145672041697928,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA,7277.82041652584,2022.0,0.0,58.9954376220703,2022,0,5.23936494428067,2022,0,208.56825256,2022.0,0.0,,,,14.4441982412207,2022.0,0.0,20.8229199248067,2022.0,0.0,8.89272409736534,5.34504947418074
Niger,NER,2023,No,Africa,Not regulated,Niger,1022.972541929646,79989.57625840165,Niger,0,6.930467924857924,11.289651608396678,Niger,Sub-Saharan Africa ,Low income,IDA,1724.89699425215,2022.0,0.0,17.477207007512,2022,0,2.55072569807182,2022,0,26.50681686,2022.0,0.0,,,,6.92081274422267,2022.0,0.0,74.5735734758223,2022.0,0.0,7.453502190981956,3.3144338597720946
Nigeria,NGA,2023,No,Africa,Not regulated,Nigeria,728.0564705666791,54295.82226658995,Nigeria,0,6.590378614648055,10.902202564961962,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend,7752.26206495247,2022.0,0.0,61.3727650622225,2022,0,3.00794221997644,2022,0,89.62958527,2022.0,0.0,,,,9.13653170096745,2022.0,0.0,70.6169092406565,2022.0,0.0,8.955868945395721,4.506780707977659
North Macedonia,MKD,2023,Yes,Europe,Regulated,North Macedonia,1135.2409838180006,36000.05921116155,North Macedonia,1,7.03460022792318,10.49127586219138,North Macedonia,Europe & Central Asia,Upper middle income,IBRD,22822.2333994259,2022.0,0.0,61.9530566607267,2022,0,17.047678201619,2022,0,561.69281006,2022.0,0.0,,,,13.1851623117228,2022.0,0.0,22.5016591432148,2022.0,0.0,10.035534304852305,6.332733848785181
Norway,NOR,2023,Yes,Europe,Regulated,Norway,795.0214161050685,27338.090956896427,Norway,1,6.678369052788439,10.21603628183035,Norway,Europe & Central Asia,High income,Not classified,95109.8201605729,2022.0,0.0,82.9563661816034,2022,0,18.3301335040316,2022,0,8692.57617188,2022.0,0.0,,,,4.77970222585039,2022.0,0.0,6.02028911555586,2022.0,0.0,11.462798018723584,9.070339660864239
Oman,OMN,2023,Yes,Asia,Regulated,Oman,239.22444765000387,18333.072283910074,Oman,1,5.477402222748475,9.816461936385672,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,39780.2122774985,2022.0,0.0,80.0117053152301,2022,0,2.65754744065083,2022,0,712.06097412,2022.0,0.0,,,,10.5205216106671,2022.0,0.0,52.137724533898,2022.0,0.0,10.591150026491096,6.569566934457725
Pakistan,PAK,2023,Yes,Asia,Regulated,Pakistan,562.9626426805124,36376.647550209615,Pakistan,1,6.333213271907103,10.501682296924628,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Blend,5526.27928310213,2022.0,0.0,38.3740439760816,2022,0,4.11167709278366,2022,0,38.76602173,2022.0,0.0,,,,13.7586338644974,2022.0,0.0,57.8617671689119,2022.0,0.0,8.61745098124274,3.6830128222824534
Palau,PLW,2023,No,Oceania,Not regulated,Palau,1105.6821297169226,44773.393973753344,Palau,0,7.0082177354542186,10.709369357469384,Palau,East Asia & Pacific,High income,IBRD,16258.6271292912,2022.0,0.0,79.1134831712956,2022,0,10.3778365898981,2022,0,2077.734375,2022.0,0.0,,,,1.07838980000924,2022.0,0.0,5.26057416498998,2022.0,0.0,9.696440451060955,7.639514513942508
